surfaces,tiers,odds_min,odds_max,edge_thresh,staking,bets,win_rate,roi,clv,sharpe,total_pnl,total_staked
Clay+Grass+Hard,ATP 500,2.25,4.0,0.03,flat,228,0.3246,-13.87,10.581,-1.665,-31.62,228.0
Clay+Hard,ATP 250+Grand Slam+Masters 1000,2.5,3.25,0.05,flat,56,0.3036,-13.87,13.541,-0.792,-7.77,56.0
Clay,Grand Slam+Masters 1000,1.5,3.5,0.03,half-Kelly,114,0.3772,-13.87,10.56,-2.584,-0.793,5.716
Clay,ATP 250+Grand Slam+Masters 1000,1.5,3.5,0.03,quarter-Kelly,114,0.3772,-13.87,10.56,-2.584,-0.396,2.858
Clay,ATP 250+Grand Slam+Masters 1000,1.5,3.5,0.03,half-Kelly,114,0.3772,-13.87,10.56,-2.584,-0.793,5.716
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,2.0,0.07,flat,93,0.4624,-13.87,13.504,-1.439,-12.9,93.0
Clay+Grass+Hard,ATP 250+ATP 500,2.25,4.0,0.03,flat,228,0.3246,-13.87,10.581,-1.665,-31.62,228.0
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,2.0,0.07,flat,93,0.4624,-13.87,13.504,-1.439,-12.9,93.0
Clay+Grass+Hard,ATP 250+Masters 1000,2.5,3.5,0.04,quarter-Kelly,57,0.2982,-13.87,11.198,-0.67,-0.119,0.855
Clay,ATP 500,1.75,3.75,0.06,flat,100,0.37,-13.88,12.312,-1.189,-13.88,100.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.75,0.04,quarter-Kelly,630,0.4254,-13.88,11.496,-3.015,-2.447,17.624
Hard,ATP 250+ATP 500+Grand Slam,1.75,2.5,0.07,half-Kelly,121,0.4298,-13.88,14.318,-1.259,-1.148,8.273
Clay,ATP 250+ATP 500,1.75,3.75,0.06,flat,100,0.37,-13.88,12.312,-1.189,-13.88,100.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.75,0.04,half-Kelly,630,0.4254,-13.88,11.496,-3.015,-4.893,35.248
Hard,ATP 250+ATP 500+Grand Slam,1.75,2.5,0.07,quarter-Kelly,121,0.4298,-13.88,14.318,-1.259,-0.574,4.137
Hard,ATP 500+Grand Slam,1.75,2.5,0.07,half-Kelly,121,0.4298,-13.88,14.318,-1.259,-1.148,8.273
Hard,ATP 500+Grand Slam,1.75,2.5,0.07,quarter-Kelly,121,0.4298,-13.88,14.318,-1.259,-0.574,4.137
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,3.75,0.04,half-Kelly,630,0.4254,-13.88,11.496,-3.015,-4.893,35.248
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,3.75,0.04,quarter-Kelly,630,0.4254,-13.88,11.496,-3.015,-2.447,17.624
Clay+Hard,ATP 250+Grand Slam+Masters 1000,2.5,3.5,0.04,quarter-Kelly,82,0.2927,-13.9,12.311,-0.887,-0.186,1.334
Clay+Hard,ATP 250+Grand Slam+Masters 1000,2.5,3.5,0.04,half-Kelly,82,0.2927,-13.9,12.311,-0.887,-0.371,2.669
Clay+Hard,Grand Slam+Masters 1000,2.5,3.5,0.04,quarter-Kelly,82,0.2927,-13.9,12.311,-0.887,-0.186,1.334
Clay+Hard,Grand Slam+Masters 1000,2.5,3.5,0.04,half-Kelly,82,0.2927,-13.9,12.311,-0.887,-0.371,2.669
Clay+Grass,ATP 500+Grand Slam,1.5,3.25,0.03,flat,301,0.4286,-13.9,10.785,-2.336,-41.83,301.0
Clay+Grass,ATP 250+ATP 500+Grand Slam,1.5,3.25,0.03,flat,301,0.4286,-13.9,10.785,-2.336,-41.83,301.0
Clay+Hard,ATP 500+Grand Slam,1.5,3.75,0.06,half-Kelly,432,0.4236,-13.91,12.64,-2.302,-3.7,26.608
Clay+Grass,Grand Slam+Masters 1000,1.5,3.75,0.06,half-Kelly,110,0.4,-13.91,13.43,-1.885,-0.928,6.667
Clay+Grass,Grand Slam+Masters 1000,1.5,3.75,0.06,quarter-Kelly,110,0.4,-13.91,13.43,-1.885,-0.464,3.333
Clay+Grass+Hard,ATP 500,1.5,2.5,0.06,quarter-Kelly,327,0.4618,-13.91,12.652,-2.498,-1.629,11.713
Grass+Hard,ATP 500+Grand Slam,1.75,4.0,0.06,half-Kelly,282,0.3759,-13.91,13.523,-1.943,-2.079,14.939
Grass+Hard,ATP 500+Grand Slam,1.75,4.0,0.06,quarter-Kelly,282,0.3759,-13.91,13.523,-1.943,-1.039,7.469
Hard,ATP 500+Grand Slam,2.0,2.5,0.06,half-Kelly,66,0.3636,-13.91,14.651,-1.348,-0.55,3.954
Hard,ATP 500+Grand Slam,2.0,2.5,0.06,quarter-Kelly,66,0.3636,-13.91,14.651,-1.348,-0.275,1.977
Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,4.0,0.06,half-Kelly,282,0.3759,-13.91,13.523,-1.943,-2.079,14.939
Clay+Grass+Hard,ATP 500,1.5,2.5,0.06,half-Kelly,327,0.4618,-13.91,12.652,-2.498,-3.259,23.427
Clay+Hard,ATP 500+Grand Slam,1.5,3.75,0.06,quarter-Kelly,432,0.4236,-13.91,12.64,-2.302,-1.85,13.304
Clay,ATP 250+ATP 500,1.5,3.75,0.05,flat,153,0.4183,-13.91,11.09,-1.605,-21.28,153.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.75,0.06,quarter-Kelly,432,0.4236,-13.91,12.64,-2.302,-1.85,13.304
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.75,0.06,half-Kelly,432,0.4236,-13.91,12.64,-2.302,-3.7,26.608
Clay+Grass,ATP 250+Grand Slam+Masters 1000,1.5,3.75,0.06,half-Kelly,110,0.4,-13.91,13.43,-1.885,-0.928,6.667
Clay+Grass,ATP 250+Grand Slam+Masters 1000,1.5,3.75,0.06,quarter-Kelly,110,0.4,-13.91,13.43,-1.885,-0.464,3.333
Clay,ATP 500,1.5,3.75,0.05,flat,153,0.4183,-13.91,11.09,-1.605,-21.28,153.0
Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,4.0,0.06,quarter-Kelly,282,0.3759,-13.91,13.523,-1.943,-1.039,7.469
Clay+Grass+Hard,ATP 250+ATP 500,1.5,2.5,0.06,quarter-Kelly,327,0.4618,-13.91,12.652,-2.498,-1.629,11.713
Clay+Grass+Hard,ATP 250+ATP 500,1.5,2.5,0.06,half-Kelly,327,0.4618,-13.91,12.652,-2.498,-3.259,23.427
Hard,ATP 250+ATP 500+Grand Slam,2.0,2.5,0.06,half-Kelly,66,0.3636,-13.91,14.651,-1.348,-0.55,3.954
Clay,ATP 250+Grand Slam+Masters 1000,1.5,2.5,0.03,flat,80,0.4625,-13.91,9.283,-1.308,-11.13,80.0
Clay,Grand Slam+Masters 1000,1.5,2.5,0.03,flat,80,0.4625,-13.91,9.283,-1.308,-11.13,80.0
Hard,ATP 250+ATP 500+Grand Slam,2.0,2.5,0.06,quarter-Kelly,66,0.3636,-13.91,14.651,-1.348,-0.275,1.977
Clay,ATP 500+Masters 1000,1.5,2.25,0.06,flat,127,0.4882,-13.92,11.507,-1.753,-17.68,127.0
Hard,ATP 250+ATP 500,2.0,3.75,0.03,flat,153,0.3464,-13.92,11.318,-1.437,-21.3,153.0
Clay+Hard,ATP 500+Grand Slam,1.75,2.25,0.04,flat,188,0.4415,-13.92,12.145,-1.961,-26.17,188.0
Hard,ATP 500,2.0,3.75,0.03,flat,153,0.3464,-13.92,11.318,-1.437,-21.3,153.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.75,2.25,0.04,flat,188,0.4415,-13.92,12.145,-1.961,-26.17,188.0
Clay,ATP 250+ATP 500+Masters 1000,1.5,2.25,0.06,flat,127,0.4882,-13.92,11.507,-1.753,-17.68,127.0
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.05,flat,85,0.4118,-13.93,13.362,-1.21,-11.84,85.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.0,0.03,flat,69,0.3188,-13.93,11.508,-0.918,-9.61,69.0
Grass,ATP 500+Grand Slam+Masters 1000,1.5,3.0,0.05,flat,85,0.4118,-13.93,13.362,-1.21,-11.84,85.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,2.5,3.0,0.03,flat,69,0.3188,-13.93,11.508,-0.918,-9.61,69.0
Grass,ATP 250+ATP 500+Grand Slam,1.5,3.0,0.05,flat,85,0.4118,-13.93,13.362,-1.21,-11.84,85.0
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,3.75,0.06,half-Kelly,201,0.3731,-13.93,13.678,-1.166,-1.447,10.387
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,3.75,0.06,quarter-Kelly,201,0.3731,-13.93,13.678,-1.166,-0.723,5.193
Grass,ATP 500+Grand Slam,1.5,3.0,0.05,flat,85,0.4118,-13.93,13.362,-1.21,-11.84,85.0
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.75,0.06,quarter-Kelly,201,0.3731,-13.93,13.678,-1.166,-0.723,5.193
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.75,0.06,half-Kelly,201,0.3731,-13.93,13.678,-1.166,-1.447,10.387
Clay+Hard,ATP 250+Grand Slam+Masters 1000,2.5,4.0,0.04,flat,100,0.28,-13.94,12.163,-0.998,-13.94,100.0
Grass,ATP 500+Grand Slam,2.0,2.75,0.03,flat,54,0.3704,-13.94,13.767,-0.908,-7.53,54.0
Clay+Hard,Grand Slam+Masters 1000,2.5,4.0,0.04,flat,100,0.28,-13.94,12.163,-0.998,-13.94,100.0
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,2.75,0.03,flat,54,0.3704,-13.94,13.767,-0.908,-7.53,54.0
Grass,ATP 250+ATP 500+Grand Slam,2.0,2.75,0.03,flat,54,0.3704,-13.94,13.767,-0.908,-7.53,54.0
Grass,ATP 500+Grand Slam+Masters 1000,2.0,2.75,0.03,flat,54,0.3704,-13.94,13.767,-0.908,-7.53,54.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,4.0,0.06,half-Kelly,436,0.422,-13.95,12.706,-2.287,-3.731,26.747
Clay+Hard,Grand Slam+Masters 1000,1.75,3.0,0.04,half-Kelly,173,0.4046,-13.95,11.823,-1.256,-1.215,8.708
Clay+Hard,Grand Slam+Masters 1000,1.75,3.0,0.04,quarter-Kelly,173,0.4046,-13.95,11.823,-1.256,-0.607,4.354
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.0,0.04,quarter-Kelly,173,0.4046,-13.95,11.823,-1.256,-0.607,4.354
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.0,0.04,half-Kelly,173,0.4046,-13.95,11.823,-1.256,-1.215,8.708
Clay+Hard,ATP 500+Grand Slam,1.5,4.0,0.06,half-Kelly,436,0.422,-13.95,12.706,-2.287,-3.731,26.747
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,4.0,0.06,quarter-Kelly,436,0.422,-13.95,12.706,-2.287,-1.865,13.374
Clay+Hard,ATP 500+Grand Slam,1.5,4.0,0.06,quarter-Kelly,436,0.422,-13.95,12.706,-2.287,-1.865,13.374
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.0,0.07,quarter-Kelly,109,0.5229,-13.96,11.995,-1.471,-0.661,4.739
Grass,ATP 500+Masters 1000,1.75,3.25,0.04,flat,51,0.3725,-13.96,12.429,-0.881,-7.12,51.0
Clay+Grass+Hard,ATP 500+Grand Slam,2.25,4.0,0.06,flat,219,0.3151,-13.96,13.287,-1.604,-30.57,219.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,2.25,4.0,0.06,flat,219,0.3151,-13.96,13.287,-1.604,-30.57,219.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.0,0.07,quarter-Kelly,109,0.5229,-13.96,11.995,-1.471,-0.661,4.739
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.0,0.07,half-Kelly,109,0.5229,-13.96,11.995,-1.471,-1.323,9.477
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.0,0.07,half-Kelly,109,0.5229,-13.96,11.995,-1.471,-1.323,9.477
Grass,ATP 500,1.75,3.25,0.04,flat,51,0.3725,-13.96,12.429,-0.881,-7.12,51.0
Grass,ATP 250+ATP 500+Masters 1000,1.75,3.25,0.04,flat,51,0.3725,-13.96,12.429,-0.881,-7.12,51.0
Grass,ATP 250+ATP 500,1.75,3.25,0.04,flat,51,0.3725,-13.96,12.429,-0.881,-7.12,51.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.5,0.05,half-Kelly,555,0.436,-13.97,12.145,-2.458,-4.673,33.453
Clay+Hard,Grand Slam+Masters 1000,1.5,2.0,0.03,flat,136,0.5074,-13.97,9.885,-1.909,-19.0,136.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.5,0.05,quarter-Kelly,555,0.436,-13.97,12.145,-2.458,-2.336,16.727
Clay,ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.06,flat,61,0.2951,-13.97,12.968,-0.812,-8.52,61.0
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,3.5,0.05,half-Kelly,555,0.436,-13.97,12.145,-2.458,-4.673,33.453
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,2.5,3.75,0.06,flat,61,0.2951,-13.97,12.968,-0.812,-8.52,61.0
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,3.5,0.05,quarter-Kelly,555,0.436,-13.97,12.145,-2.458,-2.336,16.727
Clay+Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.0,0.03,flat,136,0.5074,-13.97,9.885,-1.909,-19.0,136.0
Clay,ATP 500+Masters 1000,1.5,2.75,0.03,half-Kelly,231,0.4502,-13.98,9.758,-2.249,-1.795,12.842
Grass+Hard,ATP 500+Grand Slam,1.75,3.75,0.06,quarter-Kelly,277,0.3791,-13.98,13.53,-1.909,-1.036,7.412
Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.75,0.06,half-Kelly,277,0.3791,-13.98,13.53,-1.909,-2.073,14.825
Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.75,0.06,quarter-Kelly,277,0.3791,-13.98,13.53,-1.909,-1.036,7.412
Grass+Hard,ATP 500+Grand Slam,1.75,3.75,0.06,half-Kelly,277,0.3791,-13.98,13.53,-1.909,-2.073,14.825
Clay,ATP 500+Masters 1000,1.5,2.75,0.03,quarter-Kelly,231,0.4502,-13.98,9.758,-2.249,-0.898,6.421
Clay,ATP 250+ATP 500+Masters 1000,1.5,2.75,0.03,quarter-Kelly,231,0.4502,-13.98,9.758,-2.249,-0.898,6.421
Clay,ATP 250+ATP 500+Masters 1000,1.5,2.75,0.03,half-Kelly,231,0.4502,-13.98,9.758,-2.249,-1.795,12.842
Clay+Grass,ATP 500+Masters 1000,1.5,2.25,0.06,flat,160,0.4812,-13.99,12.077,-1.95,-22.39,160.0
Clay+Grass,ATP 250+ATP 500+Masters 1000,1.5,2.25,0.06,flat,160,0.4812,-13.99,12.077,-1.95,-22.39,160.0
Grass+Hard,ATP 500+Masters 1000,2.5,4.0,0.03,flat,147,0.2993,-13.99,10.528,-1.278,-20.56,147.0
Grass+Hard,ATP 250+ATP 500+Masters 1000,2.5,4.0,0.03,flat,147,0.2993,-13.99,10.528,-1.278,-20.56,147.0
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.5,0.06,half-Kelly,416,0.4327,-14.01,12.638,-2.154,-3.673,26.22
Clay+Hard,ATP 500+Grand Slam,1.5,3.5,0.06,half-Kelly,416,0.4327,-14.01,12.638,-2.154,-3.673,26.22
Grass,ATP 500+Masters 1000,1.5,3.25,0.04,flat,70,0.4143,-14.01,12.166,-1.111,-9.81,70.0
Grass,ATP 500,1.5,3.25,0.04,flat,70,0.4143,-14.01,12.166,-1.111,-9.81,70.0
Clay+Hard,ATP 500+Grand Slam,1.5,3.5,0.06,quarter-Kelly,416,0.4327,-14.01,12.638,-2.154,-1.837,13.11
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.5,3.5,0.06,quarter-Kelly,416,0.4327,-14.01,12.638,-2.154,-1.837,13.11
Grass,ATP 250+ATP 500+Masters 1000,1.5,3.25,0.04,flat,70,0.4143,-14.01,12.166,-1.111,-9.81,70.0
Grass,ATP 250+ATP 500,1.5,3.25,0.04,flat,70,0.4143,-14.01,12.166,-1.111,-9.81,70.0
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.03,flat,252,0.4484,-14.02,9.987,-2.259,-35.32,252.0
Clay,ATP 500,1.75,3.75,0.06,quarter-Kelly,100,0.37,-14.02,12.312,-1.189,-0.362,2.582
Clay,ATP 500,1.75,3.75,0.06,half-Kelly,100,0.37,-14.02,12.312,-1.189,-0.724,5.164
Clay+Grass+Hard,ATP 250+Masters 1000,2.5,3.75,0.04,quarter-Kelly,61,0.2951,-14.02,11.387,-0.684,-0.127,0.909
Clay,ATP 250+ATP 500,1.75,3.75,0.06,quarter-Kelly,100,0.37,-14.02,12.312,-1.189,-0.362,2.582
Clay+Grass,ATP 500+Grand Slam,2.5,4.0,0.05,flat,80,0.3,-14.02,12.66,-0.946,-11.22,80.0
Clay,ATP 250+ATP 500+Masters 1000,1.5,2.5,0.06,half-Kelly,152,0.4671,-14.02,11.74,-1.806,-1.486,10.603
Clay,ATP 250+ATP 500+Masters 1000,1.5,2.5,0.06,quarter-Kelly,152,0.4671,-14.02,11.74,-1.806,-0.743,5.302
Clay+Grass,ATP 250+ATP 500+Masters 1000,2.5,3.75,0.04,flat,81,0.2963,-14.02,10.899,-0.942,-11.36,81.0
Clay+Grass+Hard,ATP 250+Masters 1000,2.5,3.75,0.04,half-Kelly,61,0.2951,-14.02,11.387,-0.684,-0.255,1.817
Clay+Hard,ATP 500+Grand Slam,1.75,2.75,0.07,flat,227,0.4009,-14.02,14.088,-1.976,-31.83,227.0
Clay+Grass,ATP 500+Masters 1000,2.5,3.75,0.04,flat,81,0.2963,-14.02,10.899,-0.942,-11.36,81.0
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,2.25,0.04,half-Kelly,98,0.4388,-14.02,12.36,-1.295,-0.866,6.178
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,3.25,0.06,quarter-Kelly,355,0.3915,-14.02,13.526,-2.076,-1.409,10.054
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,2.25,0.04,quarter-Kelly,98,0.4388,-14.02,12.36,-1.295,-0.433,3.089
Clay+Grass+Hard,ATP 500+Grand Slam,1.75,3.25,0.06,half-Kelly,355,0.3915,-14.02,13.526,-2.076,-2.819,20.108
Clay+Hard,ATP 250+ATP 500+Grand Slam,1.75,2.75,0.07,flat,227,0.4009,-14.02,14.088,-1.976,-31.83,227.0
Clay+Grass,ATP 250+ATP 500+Grand Slam,2.5,4.0,0.05,flat,80,0.3,-14.02,12.66,-0.946,-11.22,80.0
Clay+Hard,Masters 1000,2.5,3.75,0.04,half-Kelly,61,0.2951,-14.02,11.387,-0.684,-0.255,1.817
Clay+Hard,Masters 1000,2.5,3.75,0.04,quarter-Kelly,61,0.2951,-14.02,11.387,-0.684,-0.127,0.909
Clay+Grass+Hard,Masters 1000,2.5,3.75,0.04,quarter-Kelly,61,0.2951,-14.02,11.387,-0.684,-0.127,0.909
Clay+Grass+Hard,Masters 1000,2.5,3.75,0.04,half-Kelly,61,0.2951,-14.02,11.387,-0.684,-0.255,1.817
Clay,ATP 500+Masters 1000,1.5,2.5,0.06,quarter-Kelly,152,0.4671,-14.02,11.74,-1.806,-0.743,5.302
Clay,ATP 500+Masters 1000,1.5,2.5,0.06,half-Kelly,152,0.4671,-14.02,11.74,-1.806,-1.486,10.603
Clay,ATP 250+ATP 500,1.75,3.75,0.06,half-Kelly,100,0.37,-14.02,12.312,-1.189,-0.724,5.164
Clay,ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.03,flat,252,0.4484,-14.02,9.987,-2.259,-35.32,252.0
Clay+Hard,ATP 250+Masters 1000,2.5,3.75,0.04,quarter-Kelly,61,0.2951,-14.02,11.387,-0.684,-0.127,0.909
Clay+Hard,ATP 250+Masters 1000,2.5,3.75,0.04,half-Kelly,61,0.2951,-14.02,11.387,-0.684,-0.255,1.817
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,2.25,0.04,half-Kelly,98,0.4388,-14.02,12.36,-1.295,-0.866,6.178
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,2.25,0.04,quarter-Kelly,98,0.4388,-14.02,12.36,-1.295,-0.433,3.089
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.25,0.06,half-Kelly,355,0.3915,-14.02,13.526,-2.076,-2.819,20.108
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.75,3.25,0.06,quarter-Kelly,355,0.3915,-14.02,13.526,-2.076,-1.409,10.054
Hard,ATP 250+ATP 500+Grand Slam,2.5,3.75,0.05,flat,78,0.2949,-14.03,12.418,-0.925,-10.94,78.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.0,0.07,quarter-Kelly,121,0.4711,-14.03,13.75,-1.435,-0.671,4.783
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam+Masters 1000,1.75,2.0,0.07,half-Kelly,121,0.4711,-14.03,13.75,-1.435,-1.342,9.566
Clay+Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.0,0.07,half-Kelly,121,0.4711,-14.03,13.75,-1.435,-1.342,9.566
Hard,Grand Slam+Masters 1000,1.5,2.0,0.03,flat,90,0.5,-14.03,10.596,-1.538,-12.63,90.0
Clay+Grass+Hard,ATP 500+Grand Slam+Masters 1000,1.75,2.0,0.07,quarter-Kelly,121,0.4711,-14.03,13.75,-1.435,-0.671,4.783
Hard,ATP 500+Grand Slam,2.5,3.75,0.05,flat,78,0.2949,-14.03,12.418,-0.925,-10.94,78.0
Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.0,0.03,flat,90,0.5,-14.03,10.596,-1.538,-12.63,90.0
Hard,ATP 500+Grand Slam,2.0,2.5,0.05,flat,73,0.3836,-14.03,13.763,-1.097,-10.24,73.0
Hard,ATP 250+ATP 500+Grand Slam,2.0,2.5,0.05,flat,73,0.3836,-14.03,13.763,-1.097,-10.24,73.0
Grass+Hard,ATP 250+ATP 500+Grand Slam,2.25,4.0,0.06,flat,152,0.3158,-14.04,13.394,-1.348,-21.34,152.0
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.07,half-Kelly,166,0.4639,-14.04,12.927,-2.274,-1.846,13.149
Clay+Grass,ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.07,quarter-Kelly,166,0.4639,-14.04,12.927,-2.274,-0.923,6.574
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.0,0.04,quarter-Kelly,191,0.4031,-14.04,12.134,-1.327,-0.687,4.895
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.05,quarter-Kelly,204,0.4412,-14.04,11.382,-2.279,-0.902,6.422
Clay,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.05,half-Kelly,204,0.4412,-14.04,11.382,-2.279,-1.803,12.843
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.07,half-Kelly,166,0.4639,-14.04,12.927,-2.274,-1.846,13.149
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,3.0,0.04,quarter-Kelly,191,0.4031,-14.04,12.134,-1.327,-0.687,4.895
Clay+Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.75,3.0,0.04,half-Kelly,191,0.4031,-14.04,12.134,-1.327,-1.374,9.79
Clay+Grass+Hard,Grand Slam+Masters 1000,1.75,3.0,0.04,half-Kelly,191,0.4031,-14.04,12.134,-1.327,-1.374,9.79
Grass+Hard,ATP 500+Grand Slam,2.25,4.0,0.06,flat,152,0.3158,-14.04,13.394,-1.348,-21.34,152.0
Clay+Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,1.5,2.25,0.07,quarter-Kelly,166,0.4639,-14.04,12.927,-2.274,-0.923,6.574
Clay,ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.05,half-Kelly,204,0.4412,-14.04,11.382,-2.279,-1.803,12.843
Clay,ATP 500+Grand Slam+Masters 1000,1.5,2.75,0.05,quarter-Kelly,204,0.4412,-14.04,11.382,-2.279,-0.902,6.422
Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.25,0.03,half-Kelly,131,0.4809,-14.05,10.796,-1.639,-1.244,8.856
Grass,ATP 500+Grand Slam,2.0,3.25,0.04,flat,61,0.3607,-14.05,13.47,-0.95,-8.57,61.0
Grass+Hard,Grand Slam+Masters 1000,1.5,2.25,0.03,quarter-Kelly,131,0.4809,-14.05,10.796,-1.639,-0.622,4.428
Grass+Hard,Grand Slam+Masters 1000,1.5,2.25,0.03,half-Kelly,131,0.4809,-14.05,10.796,-1.639,-1.244,8.856
Clay+Grass+Hard,ATP 250+ATP 500,2.0,3.25,0.04,flat,243,0.3539,-14.05,12.036,-1.867,-34.13,243.0
Clay,ATP 250+ATP 500,2.25,3.5,0.05,quarter-Kelly,50,0.36,-14.05,10.986,-0.316,-0.124,0.879
Clay+Grass,ATP 250+ATP 500,2.25,3.5,0.05,flat,83,0.3253,-14.05,11.578,-1.025,-11.66,83.0
Clay,ATP 250+ATP 500,2.25,3.5,0.05,half-Kelly,50,0.36,-14.05,10.986,-0.316,-0.247,1.759
Clay,ATP 500,2.25,3.5,0.05,half-Kelly,50,0.36,-14.05,10.986,-0.316,-0.247,1.759
Clay,ATP 500,2.25,3.5,0.05,quarter-Kelly,50,0.36,-14.05,10.986,-0.316,-0.124,0.879
Clay+Grass+Hard,ATP 500,2.0,3.25,0.04,flat,243,0.3539,-14.05,12.036,-1.867,-34.13,243.0
Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.25,0.03,quarter-Kelly,131,0.4809,-14.05,10.796,-1.639,-0.622,4.428
Grass,ATP 250+ATP 500+Grand Slam,2.0,3.25,0.04,flat,61,0.3607,-14.05,13.47,-0.95,-8.57,61.0
Grass,ATP 250+ATP 500+Grand Slam+Masters 1000,2.0,3.25,0.04,flat,61,0.3607,-14.05,13.47,-0.95,-8.57,61.0
Grass,ATP 500+Grand Slam+Masters 1000,2.0,3.25,0.04,flat,61,0.3607,-14.05,13.47,-0.95,-8.57,61.0
Clay+Grass,ATP 500,2.25,3.5,0.05,flat,83,0.3253,-14.05,11.578,-1.025,-11.66,83.0
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,4.0,0.04,quarter-Kelly,639,0.421,-14.06,11.513,-3.178,-2.492,17.723
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,4.0,0.04,half-Kelly,639,0.421,-14.06,11.513,-3.178,-4.985,35.447
Clay+Grass+Hard,ATP 250+ATP 500+Grand Slam,1.5,4.0,0.04,half-Kelly,639,0.421,-14.06,11.513,-3.178,-4.985,35.447
Clay+Grass+Hard,ATP 500+Grand Slam,1.5,4.0,0.04,quarter-Kelly,639,0.421,-14.06,11.513,-3.178,-2.492,17.723
Grass+Hard,ATP 250+Grand Slam+Masters 1000,1.5,2.25,0.06,quarter-Kelly,97,0.4742,-14.07,12.989,-1.608,-0.547,3.887
